product_id;country_id;Price
300798;90;549.00
300799;90;1199.00
300800;90;399.00
300801;90;799.00
300802;90;279.00
300803;90;729.00
300804;90;269.00
300805;90;159.00
300806;90;199.00
300807;90;349.00
300808;90;249.00
300809;90;185.00
300810;90;669.00
300811;90;329.00
300812;90;399.00
300813;90;109.00
300814;90;109.00
300815;90;319.00
300816;90;679.00
300817;90;799.00
300818;90;1039.00
300819;90;679.00
300820;90;339.00
300821;90;249.00
300822;90;1499.00
300823;90;1099.00
300824;90;1499.00
300825;90;1999.00
300826;90;2799.00
300827;90;1999.00
300828;90;679.00
300829;90;2199.00
300830;90;1349.00
300831;90;2935.00
300832;90;799.00
300833;90;1559.00
300834;90;679.00
300835;90;679.00
300836;90;749.00
300837;90;589.00
300838;90;259.00
300839;90;359.00
300840;90;399.00
300841;90;79.00
300842;90;139.00
300843;90;199.00
300844;90;139.00
300845;90;199.00
300846;90;439.00
300847;90;85.00
300848;90;229.00
300849;90;179.00
300850;90;119.00
300851;90;199.00
300852;90;399.00
300853;90;179.00
300854;90;99.00
300855;90;299.00
300856;90;289.00
300857;90;275.00
300858;90;279.00
300859;90;149.00
300860;90;279.00
300861;90;279.00
300862;90;279.00
300863;90;279.00
300864;90;299.00
300865;90;179.00
300866;90;285.00
300867;90;299.00
300868;90;299.00
300869;90;179.00
300870;90;299.00
300871;90;279.00
300872;90;399.00
300873;90;549.00
300874;90;459.00
300875;90;299.00
300876;90;319.00
300877;90;279.00
300878;90;279.00
300879;90;279.00
300880;90;899.00
300881;90;499.00
300882;90;179.00
300883;90;299.00
300884;90;359.00
300885;90;299.00
300886;90;369.00
300887;90;299.00
300888;90;319.00
300889;90;89.00
300890;90;109.00
300891;90;65.00
300892;90;109.00
300893;90;179.00
300894;90;149.00
300895;90;139.00
300896;90;179.00
300897;90;99.00
300898;90;109.00
300899;90;109.00
300900;90;149.00
300901;90;85.00
300902;90;159.00
300903;90;89.00
300904;90;129.00
300905;90;149.00
300906;90;175.00
300907;90;85.00
300908;90;149.00
300909;90;179.00
300910;90;129.00
300911;90;159.00
300912;90;199.00
300913;90;169.00
300914;90;169.00
300915;90;169.00
300916;90;329.00
300917;90;299.00
300918;90;299.00
300919;90;299.00
300920;90;299.00
300921;90;299.00
300922;90;299.00
300923;90;299.00
300924;90;299.00
300925;90;299.00
300926;90;299.00
300927;90;299.00
300928;90;299.00
300929;90;299.00
300930;90;299.00
300931;90;299.00
300932;90;299.00
300933;90;299.00
300934;90;299.00
300935;90;299.00
300936;90;299.00
300937;90;409.00
300938;90;409.00
300939;90;409.00
300940;90;299.00
300941;90;299.00
300942;90;299.00
300943;90;299.00
300944;90;299.00
300945;90;299.00
300946;90;139.00
300947;90;89.00
300948;90;89.00
300949;90;145.00
300950;90;179.00
300951;90;189.00
300952;90;189.00
300953;90;89.00
300954;90;89.00
300955;90;89.00
300956;90;89.00
300957;90;109.00
300958;90;159.00
300959;90;159.00
300960;90;159.00
300961;90;289.00
300962;90;289.00
300963;90;519.00
300964;90;519.00
300965;90;289.00
300966;90;519.00
300967;90;519.00
300968;90;519.00
300969;90;289.00
300970;90;289.00
300971;90;289.00
300972;90;259.00
300973;90;329.00
300974;90;279.00
300975;90;279.00
300976;90;279.00
300977;90;259.00
300978;90;259.00
300979;90;329.00
300980;90;329.00
300981;90;329.00
300982;90;329.00
300983;90;329.00
300984;90;329.00
300985;90;409.00
300986;90;409.00
300987;90;199.00
300988;90;409.00
300989;90;409.00
300990;90;139.00
300991;90;199.00
300992;90;159.00
300993;90;169.00
300994;90;1299.00
300995;90;1299.00
300996;90;1299.00
300997;90;779.00
300998;90;225.00
300999;90;229.00
301000;90;325.00
301001;90;325.00
301002;90;325.00
301003;90;229.00
301004;90;225.00
301005;90;229.00
301006;90;2299.00
301007;90;1359.00
301008;90;1359.00
301009;90;1599.00
301010;90;2599.00
301011;90;1599.00
301012;90;1599.00
301013;90;1599.00
301014;90;2599.00
301015;90;2299.00
301016;90;2299.00
301017;90;1299.00
301018;90;1299.00
301019;90;1299.00
301020;90;2299.00
301021;90;1599.00
301022;90;2299.00
301023;90;2299.00
301024;90;1049.00
301025;90;1499.00
301026;90;1049.00
301027;90;999.00
301028;90;1499.00
301029;90;779.00
301030;90;1499.00
301031;90;1799.00
301032;90;1799.00
301033;90;999.00
301034;90;599.00
301035;90;599.00
301036;90;599.00
301037;90;599.00
301038;90;599.00
301039;90;599.00
301040;90;649.00
301041;90;729.00
301042;90;899.00
301043;90;629.00
301044;90;739.00
301045;90;639.00
301046;90;979.00
301047;90;749.00
301048;90;759.00
301049;90;499.00
301050;90;399.00
301051;90;439.00
301052;90;399.00
301053;90;429.00
301054;90;649.00
301055;90;649.00
301056;90;1139.00
301057;90;669.00
301058;90;369.00
301059;90;529.00
301060;90;629.00
301061;90;789.00
301062;90;619.00
301063;90;669.00
301064;90;459.00
301065;90;409.00
301066;90;459.00
301067;90;419.00
301068;90;639.00
301069;90;699.00
301070;90;599.00
301071;90;669.00
301072;90;609.00
301073;90;679.00
301074;90;639.00
301075;90;669.00
301076;90;779.00
301077;90;1499.00
301078;90;879.00
301079;90;699.00
301080;90;699.00
301081;90;399.00
301082;90;599.00
301083;90;599.00
301084;90;599.00
301085;90;759.00
301086;90;599.00
301087;90;759.00
301088;90;759.00
301089;90;599.00
301090;90;469.00
301091;90;499.00
301092;90;339.00
301093;90;539.00
301094;90;589.00
301095;90;369.00
301096;90;589.00
301097;90;589.00
301098;90;549.00
301099;90;359.00
301100;90;549.00
301101;90;819.00
301102;90;399.00
301103;90;599.00
301104;90;329.00
301105;90;689.00
301106;90;849.00
301107;90;959.00
301108;90;519.00
301109;90;679.00
301110;90;679.00
301111;90;539.00
301112;90;519.00
301113;90;539.00
301114;90;599.00
301115;90;539.00
301116;90;359.00
301117;90;299.00
301118;90;479.00
301119;90;399.00
301120;90;399.00
301121;90;295.00
301122;90;369.00
301123;90;259.00
301124;90;369.00
301125;90;339.00
301126;90;259.00
301127;90;369.00
301128;90;599.00
301129;90;799.00
301130;90;839.00
301131;90;499.00
301132;90;699.00
301133;90;699.00
301134;90;429.00
301135;90;599.00
301136;90;469.00
301137;90;799.00
301138;90;699.00
301139;90;669.00
301140;90;849.00
301141;90;749.00
301142;90;749.00
301143;90;749.00
301144;90;245.00
301145;90;289.00
301146;90;289.00
301147;90;259.00
301148;90;295.00
301149;90;239.00
301150;90;1099.00
301151;90;295.00
301152;90;295.00
301153;90;295.00
301154;90;295.00
301155;90;295.00
301156;90;599.00
301157;90;295.00
301158;90;619.00
301159;90;295.00
301160;90;759.00
301161;90;799.00
301162;90;519.00
301163;90;939.00
301164;90;439.00
301165;90;503.00
301166;90;503.00
301167;90;499.00
301168;90;503.00
301169;90;939.00
301170;90;583.00
301171;90;575.00
301172;90;999.00
301173;90;519.00
301174;90;519.00
301175;90;383.00
301176;90;619.00
301177;90;503.00
301178;90;499.00
301179;90;519.00
301180;90;519.00
301181;90;519.00
301182;90;799.00
301183;90;999.00
301184;90;999.00
301185;90;799.00
301186;90;1129.00
301187;90;1299.00
301188;90;869.00
301189;90;1199.00
301190;90;1659.00
301191;90;769.00
301192;90;459.00
301193;90;449.00
301194;90;249.00
301195;90;309.00
301196;90;1249.00
301197;90;365.00
301198;90;649.00
301199;90;729.00
301200;90;809.00
301201;90;649.00
301202;90;769.00
301203;90;349.00
301204;90;769.00
301205;90;919.00
301206;90;239.00
301207;90;459.00
301208;90;309.00
301209;90;519.00
301210;90;609.00
301211;90;235.00
301212;90;599.00
301213;90;649.00
301214;90;649.00
301215;90;989.00
301216;90;1219.00
301217;90;1219.00
301218;90;1219.00
301219;90;1469.00
301220;90;1599.00
301221;90;619.00
301222;90;1219.00
301223;90;1059.00
301224;90;619.00
301225;90;999.00
301226;90;999.00
301227;90;999.00
301228;90;999.00
301229;90;799.00
301230;90;499.00
301231;90;799.00
301232;90;799.00
301233;90;799.00
301234;90;799.00
301235;90;799.00
301236;90;699.00
301237;90;699.00
301238;90;699.00
301239;90;699.00
301240;90;649.00
301241;90;649.00
301242;90;649.00
301243;90;649.00
301244;90;649.00
301245;90;799.00
301246;90;799.00
301247;90;649.00
301248;90;649.00
301249;90;649.00
301250;90;649.00
301251;90;2599.00
301252;90;2599.00
301253;90;1699.00
301254;90;5499.00
301255;90;2599.00
301256;90;2599.00
301257;90;2599.00
301258;90;2599.00
301259;90;3399.00
301260;90;2599.00
301261;90;2599.00
301262;90;5999.00
301263;90;1599.00
301264;90;2599.00
301265;90;3399.00
301266;90;3399.00
301267;90;3399.00
301268;90;5999.00
301269;90;3199.00
301270;90;2899.00
301271;90;3199.00
301272;90;2899.00
301273;90;3499.00
301274;90;3199.00
301275;90;2899.00
301276;90;899.00
301277;90;899.00
301278;90;1119.00
301279;90;1119.00
301280;90;1999.00
301281;90;1119.00
301282;90;1119.00
301283;90;1119.00
301284;90;1119.00
301285;90;1999.00
301286;90;1119.00
301287;90;899.00
301288;90;1999.00
301289;90;1999.00
301290;90;1119.00
301291;90;1119.00
301292;90;1119.00
301293;90;1999.00
301294;90;1119.00
301295;90;1119.00
301296;90;1119.00
301297;90;1119.00
301298;90;1119.00
301299;90;1119.00
301300;90;849.00
301301;90;849.00
301302;90;1979.00
301303;90;999.00
301304;90;1999.00
301305;90;999.00
301306;90;999.00
301307;90;849.00
301308;90;999.00
301309;90;1999.00
301310;90;999.00
301311;90;999.00
301312;90;849.00
301313;90;999.00
301314;90;999.00
301315;90;1929.00
301316;90;849.00
301317;90;849.00
301318;90;1999.00
301319;90;999.00
301320;90;1979.00
301321;90;999.00
301322;90;1999.00
301323;90;999.00
301324;90;1929.00
301325;90;849.00
301326;90;999.00
301327;90;999.00
301328;90;999.00
301329;90;849.00
301330;90;999.00
301331;90;999.00
301332;90;849.00
301333;90;849.00
301334;90;1999.00
301335;90;1999.00
301336;90;999.00
301337;90;649.00
301338;90;649.00
301339;90;999.00
301340;90;1649.00
301341;90;999.00
301342;90;999.00
301343;90;1649.00
301344;90;999.00
301345;90;1649.00
301346;90;649.00
301347;90;649.00
301348;90;649.00
301349;90;999.00
301350;90;999.00
301351;90;1649.00
301352;90;999.00
301353;90;999.00
301354;90;999.00
301355;90;999.00
301356;90;1599.00
301357;90;999.00
301358;90;1649.00
301359;90;1649.00
301360;90;649.00
301361;90;649.00
301362;90;1649.00
301363;90;999.00
301364;90;1599.00
301365;90;999.00
301366;90;649.00
301367;90;999.00
301368;90;649.00
301369;90;1649.00
301370;90;649.00
301371;90;1599.00
301372;90;1649.00
301373;90;1599.00
301374;90;2199.00
301375;90;5399.00
301376;90;5399.00
301377;90;2099.00
301378;90;5599.00
301379;90;5399.00
301380;90;5599.00
301381;90;5399.00
301382;90;579.00
301383;90;3479.00
301384;90;3199.00
301385;90;3199.00
301386;90;2499.00
301387;90;1459.00
301388;90;4799.00
301389;90;1999.00
301390;90;1199.00
301391;90;4299.00
301392;90;4299.00
301393;90;3199.00
301394;90;3599.00
301395;90;3199.00
301396;90;3479.00
301397;90;4599.00
301398;90;4799.00
301399;90;8999.00
301400;90;8999.00
301401;90;4199.00
301402;90;4199.00
301403;90;5999.00
301404;90;4449.00
301405;90;4199.00
301406;90;4449.00
301407;90;5999.00
301408;90;5999.00
301409;90;799.00
301410;90;799.00
301411;90;799.00
301412;90;479.00
301413;90;799.00
301414;90;799.00
301415;90;479.00
301416;90;479.00
301417;90;799.00
301418;90;479.00
301419;90;1149.00
301420;90;1149.00
301421;90;1149.00
301422;90;799.00
301423;90;1399.00
301424;90;1199.00
301425;90;1199.00
301426;90;1199.00
301427;90;1199.00
301428;90;799.00
301429;90;479.00
301430;90;1199.00
301431;90;1399.00
301432;90;829.00
301433;90;1199.00
301434;90;799.00
301435;90;1199.00
301436;90;1199.00
301437;90;299.00
301438;90;299.00
301439;90;299.00
301440;90;299.00
301441;90;299.00
301442;90;299.00
301443;90;499.00
301444;90;829.00
301445;90;829.00
301446;90;499.00
301447;90;499.00
301448;90;499.00
301449;90;499.00
301450;90;499.00
301451;90;829.00
301452;90;299.00
301453;90;499.00
301454;90;499.00
301455;90;409.00
301456;90;449.00
301457;90;409.00
301458;90;449.00
301459;90;879.00
301460;90;615.00
301461;90;249.00
301462;90;879.00
301463;90;659.00
301464;90;659.00
301465;90;449.00
301466;90;879.00
301467;90;1179.00
301468;90;659.00
301469;90;659.00
301470;90;965.00
301471;90;879.00
301472;90;1179.00
301473;90;589.00
301474;90;615.00
301475;90;965.00
301476;90;659.00
301477;90;1179.00
301478;90;659.00
301479;90;879.00
301480;90;615.00
301481;90;615.00
301482;90;659.00
301483;90;615.00
301484;90;615.00
301485;90;1099.00
301486;90;1099.00
301487;90;1099.00
301488;90;999.00
301489;90;949.00
301490;90;949.00
301491;90;999.00
301492;90;949.00
301493;90;999.00
301494;90;999.00
301495;90;999.00
301496;90;999.00
301497;90;999.00
301498;90;449.00
301499;90;1099.00
301500;90;1099.00
301501;90;1099.00
301502;90;999.00
301503;90;1649.00
301504;90;999.00
301505;90;499.00
301506;90;1099.00
301507;90;1099.00
301508;90;1099.00
301509;90;499.00
301510;90;1649.00
301511;90;1099.00
301512;90;449.00
301513;90;1099.00
301514;90;1099.00
301515;90;949.00
301516;90;1099.00
301517;90;999.00
301518;90;1099.00
301519;90;1649.00
301520;90;499.00
301521;90;449.00
301522;90;999.00
301523;90;999.00
301524;90;999.00
301525;90;1649.00
301526;90;449.00
301527;90;999.00
301528;90;999.00
301529;90;929.00
301530;90;279.00
301531;90;449.00
301532;90;449.00
301533;90;279.00
301534;90;599.00
301535;90;279.00
301536;90;319.00
301537;90;449.00
301538;90;279.00
301539;90;549.00
301540;90;549.00
301541;90;549.00
301542;90;549.00
301543;90;549.00
301544;90;649.00
301545;90;649.00
301546;90;749.00
301547;90;899.00
301548;90;849.00
301549;90;1049.00
301550;90;999.00
301551;90;749.00
301552;90;849.00
301553;90;899.00
301554;90;1049.00
301555;90;899.00
301556;90;1099.00
301557;90;1439.00
301558;90;1049.00
301559;90;929.00
301560;90;3499.00
301561;90;1899.00
301562;90;1799.00
301563;90;2149.00
301564;90;1799.00
301565;90;1099.00
301566;90;1999.00
301567;90;1099.00
301568;90;1999.00
301569;90;1999.00
301570;90;1099.00
301571;90;799.00
301572;90;1999.00
301573;90;1999.00
301574;90;1999.00
301575;90;529.00
301576;90;529.00
301577;90;1499.00
301578;90;1069.00
301579;90;2799.00
301580;90;529.00
301581;90;529.00
301582;90;2799.00
301583;90;1069.00
301584;90;1099.00
301585;90;2299.00
301586;90;529.00
301587;90;2769.00
301588;90;1199.00
301589;90;2799.00
301590;90;2799.00
301591;90;1399.00
